Category,Crop,QueryType,StateName,DistrictName,BlockName,Hour of the day,Month
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Seeds,GUJARAT,Mehsana,MAHESANA,7,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,7,8
Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,MAYURESWAR-I,7,8
Vegetables,Tomato,"	Plant Protection	",UTTARAKHAND,NAINITAL,KOTABAG,7,8
418,10702,1,UTTARAKHAND,NAINITAL,KOTABAG,6,8
Others,Others,Government Schemes,CHHATTISGARH,DURG,PATAN,6,8
Others,Others,Cultural Practices,GUJARAT,Mehsana,VIJAPUR,21,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,21,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,KODAIR,21,8
Millets,Buck Wheat (Kaspat),Weather,RAJASTHAN,BUNDI,HINDOLI,21,8
Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,GUJARAT,Mehsana,MAHESANA,21,8
Pulses,Faba Bean (Horse Bean/windsor Bean),Weather,RAJASTHAN,BUNDI,HINDOLI,21,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VISNAGAR,21,8
Vegetables,Potato,Fertilizer Use and Availability,WEST BENGAL,BIRBHUM,KHOYRASOL,20,8
Cereals,Paddy (Dhan),Seeds,RAJASTHAN,BUNDI,HINDOLI,20,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,AIZA,19,8
Flowers,Marigold,Cultural Practices,TELANGANA,MAHABOOBNAGAR,ACHAMPETA,19,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,19,8
Flowers,Marigold,Seeds and Planting Material,TELANGANA,MAHABOOBNAGAR,ACHAMPETA,18,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,18,8
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,ITIKYAL,18,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,18,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,VELDANDA,18,8
Others,Others,"	Plant Protection	",GUJARAT,Mehsana,VADNAGAR,18,8
418,10702,1,GUJARAT,Mehsana,VADNAGAR,18,8
Fiber Crops,Cotton (Kapas),Fertilizer Use and Availability,GUJARAT,Mehsana,VADNAGAR,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,GUJARAT,Mehsana,KADI,17,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,17,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,17,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,17,8
Pulses,Pigeon pea (red gram/arhar/tur),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,NAWABPET,17,8
Vegetables,Chillies,Agriculture Mechanization,UTTARAKHAND,NAINITAL,OKHALKANDA,17,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,MAYURESWAR-II,17,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,MAYURESWAR-II,17,8
Vegetables,Pea (Vegetable),Cultural Practices,UTTARAKHAND,NAINITAL,BHIMTAL,17,8
Vegetables,Bitter Gourd,"	Plant Protection	",WEST BENGAL,BIRBHUM,MAYURESWAR-II,17,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,17,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,17,8
Vegetables,Chillies,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,WADDEPALLE,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,CHINNACHINTAKUNTA,17,8
Vegetables,Tomato,"	Plant Protection	",UTTARAKHAND,NAINITAL,KOTABAG,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHANWADA,17,8
Vegetables,Chillies,Agriculture Mechanization,TELANGANA,MAHABOOBNAGAR,WADDEPALLE,17,8
Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,Mehsana,VIJAPUR,17,8
Pulses,Black Gram (urd bean),Weather,RAJASTHAN,BUNDI,NAINWA,17,8
Vegetables,Chillies,Cultural Practices,GUJARAT,Mehsana,MAHESANA,17,8
Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,GUJARAT,Mehsana,SATLASNA,16,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,16,8
Vegetables,Brinjal,"	Plant Protection	",RAJASTHAN,BUNDI,HINDOLI,16,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,16,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,BALMOOR,16,8
Others,Others,Market Information,GUJARAT,Mehsana,UNJHA,16,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,AMANGAL,16,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,BALMOOR,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,RAJAPUR,15,8
Pulses,Pigeon pea (red gram/arhar/tur),Varieties,TELANGANA,MAHABOOBNAGAR,MADGUL,15,8
Vegetables,Tomato,"	Plant Protection	",RAJASTHAN,BUNDI,NAINWA,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,HANWADA,15,8
418,10702,1,UTTARAKHAND,NAINITAL,KOTABAG,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,MALDAKAL,15,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,MAYURESWAR-II,14,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,MAKTHAL,14,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,ADDAKAL,14,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,14,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,13,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VADNAGAR,13,8
Vegetables,Cowpea (Vegetable),"	Plant Protection	",CHHATTISGARH,DURG,DHAMDHA,13,8
418,10702,1,GUJARAT,Mehsana,VADNAGAR,13,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,WANAPARTHY,13,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,13,8
Vegetables,Tomato,Nutrient Management,GUJARAT,Mehsana,VIJAPUR,13,8
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,MAHABOOBNAGAR,WANAPARTHY,12,8
Cereals,Paddy (Dhan),"	Plant Protection	",UTTARAKHAND,NAINITAL,HALDWANI,12,8
418,10702,1,UTTARAKHAND,NAINITAL,DHARI,12,8
Cereals,Paddy (Dhan),"	Plant Protection	",UTTARAKHAND,NAINITAL,KOTABAG,12,8
418,10702,1,UTTARAKHAND,NAINITAL,DHARI,12,8
Cereals,Paddy (Dhan),"	Plant Protection	",CHHATTISGARH,DURG,3630,11,8
418,10702,1,UTTARAKHAND,NAINITAL,RAMNAGAR,11,8
Vegetables,Brinjal,"	Plant Protection	",WEST BENGAL,BIRBHUM,KHOYRASOL,11,8
Others,Others,Cultural Practices,GUJARAT,Mehsana,MAHESANA,11,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,11,8
Fruits,Sapota,Nutrient Management,GUJARAT,Mehsana,BECHRAJI,11,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,11,8
Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,11,8
Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,11,8
Others,Others,Cultural Practices,GUJARAT,Mehsana,MAHESANA,11,8
Plantation Crops,Coconut,"	Plant Protection	",WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,10,8
Vegetables,Tomato,"	Plant Protection	",UTTARAKHAND,NAINITAL,KOTABAG,10,8
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Seeds,GUJARAT,Mehsana,KHERALU,10,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,10,8
Vegetables,Bitter Gourd,Cultural Practices,GUJARAT,Mehsana,VIJAPUR,10,8
Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,RAMPURHAT-II,10,8
418,10702,1,GUJARAT,Mehsana,MAHESANA,10,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,10,8
418,10702,1,GUJARAT,Mehsana,BECHRAJI,10,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NARAYANPET,10,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,KOSGI,10,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,FAROOQNAGAR,9,8
Millets,Maize (Makka),Weather,RAJASTHAN,BUNDI,NAINWA,9,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,KOSGI,9,8
Others,Others,Weather,GUJARAT,Mehsana,SATLASNA,9,8
Cereals,Paddy (Dhan),Weed Management,GUJARAT,Mehsana,KADI,9,8
418,10702,1,GUJARAT,Mehsana,SATLASNA,9,8
418,10702,1,GUJARAT,Mehsana,SATLASNA,9,8
Oilseeds,Groundnut (pea nut/mung phalli),Weather,GUJARAT,Mehsana,SATLASNA,9,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,GOPALPETA,9,8
Oilseeds,"Castor (Rehri, Rendi, Arandi) ","	Field Preparation	",GUJARAT,Mehsana,MAHESANA,9,8
418,10702,1,GUJARAT,Mehsana,MAHESANA,9,8
418,10702,1,RAJASTHAN,BUNDI,TALERA,9,8
Cereals,Paddy (Dhan),Nutrient Management,WEST BENGAL,BIRBHUM,RAMPURHAT-I,8,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,8,8
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,MAHABOOBNAGAR,ADDAKAL,8,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,ADDAKAL,7,8
Others,Others,Government Schemes,GUJARAT,Mehsana,KHERALU,7,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,GOPALPETA,6,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,MAYURESWAR-I,21,8
Vegetables,Brinjal,"	Plant Protection	",WEST BENGAL,BIRBHUM,KHOYRASOL,21,8
Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,GUJARAT,Mehsana,VISNAGAR,20,8
Cereals,Paddy (Dhan),"	Plant Protection	",CHHATTISGARH,DURG,3629,20,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,LABPUR,19,8
Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,Mehsana,VADNAGAR,19,8
Others,Others,Government Schemes,CHHATTISGARH,DURG,DHAMDHA,19,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,19,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,19,8
Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,Mehsana,KHERALU,18,8
Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,Mehsana,KHERALU,18,8
Others,Others,Weather,RAJASTHAN,BUNDI,HINDOLI,18,8
Vegetables,Chillies,Cultural Practices,GUJARAT,Mehsana,VIJAPUR,18,8
418,10702,1,GUJARAT,Mehsana,VISNAGAR,18,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,NARVA,18,8
Vegetables,Capsicum,"	Plant Protection	",UTTARAKHAND,NAINITAL,DHARI,17,8
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,MAHABOOBNAGAR,0,17,8
Vegetables,Brinjal,"	Plant Protection	",RAJASTHAN,BUNDI,HINDOLI,17,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,VELDANDA,17,8
Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,DUBRAJPUR,16,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VISNAGAR,16,8
Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,Mehsana,KHERALU,16,8
Animal,"Bovine(Cow,Buffalo)",Dairy Production,UTTARAKHAND,NAINITAL,BHIMTAL,16,8
418,10702,1,GUJARAT,Mehsana,MAHESANA,16,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,BHOOTHPUR,16,8
Others,Others,Cultural Practices,GUJARAT,Mehsana,SATLASNA,15,8
Others,Others,Agriculture Mechanization,GUJARAT,Mehsana,KHERALU,15,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
Pulses,Black Gram (urd bean),Weather,RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,BALANAGAR,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,15,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,KHERALU,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,ALAMPUR,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,KODAIR,14,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,WADDEPALLE,14,8
Vegetables,Tomato,Agriculture Mechanization,TELANGANA,MAHABOOBNAGAR,WADDEPALLE,14,8
Vegetables,Tomato,Agriculture Mechanization,TELANGANA,MAHABOOBNAGAR,WADDEPALLE,14,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,14,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,RAMPURHAT-I,14,8
Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,MAYURESWAR-II,14,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,14,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,UTKOOR,14,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,BALANAGAR,14,8
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,TALAKONDAPALLE,13,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,AIZA,13,8
Others,Others,"	Plant Protection	",CHHATTISGARH,DURG,DHAMDHA,13,8
Fruits,Guava,"	Plant Protection	",WEST BENGAL,BIRBHUM,RAMPURHAT-I,13,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,13,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,CHINNACHINTAKUNTA,13,8
Vegetables,Capsicum,"	Plant Protection	",RAJASTHAN,BUNDI,HINDOLI,13,8
Vegetables,Brinjal,"	Plant Protection	",WEST BENGAL,BIRBHUM,MAYURESWAR-II,13,8
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,CHINNACHINTAKUNTA,13,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,VELDANDA,13,8
418,10702,1,WEST BENGAL,BIRBHUM,MURARAI-I,12,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,12,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,12,8
418,10702,1,WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,12,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,ALAMPUR,12,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,PEDDAKOTHAPALLE,12,8
418,10702,1,UTTARAKHAND,NAINITAL,KOTABAG,12,8
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,JADCHERLA,12,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHARUR,12,8
Others,Others,Fertilizer Use and Availability,GUJARAT,Mehsana,KADI,12,8
Others,Others,Fertilizer Use and Availability,GUJARAT,Mehsana,KADI,11,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,NAINWA,11,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,11,8
Fodder Crops,Guar,Weather,RAJASTHAN,BUNDI,NAINWA,11,8
Others,Others,Government Schemes,RAJASTHAN,BUNDI,NAINWA,11,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,SAINTHIA,11,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,11,8
418,10702,1,CHHATTISGARH,DURG,DHAMDHA,11,8
Others,Others,Weather,RAJASTHAN,BUNDI,HINDOLI,11,8
Vegetables,Onion,Cultural Practices,TELANGANA,MAHABOOBNAGAR,ALAMPUR,11,8
Others,Others,Government Schemes,CHHATTISGARH,DURG,PATAN,10,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,10,8
Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,GUJARAT,Mehsana,SATLASNA,10,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,10,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,10,8
Pulses,Black Gram (urd bean),Nutrient Management,RAJASTHAN,BUNDI,NAINWA,10,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,10,8
Others,Others,Cultural Practices,GUJARAT,Mehsana,MAHESANA,10,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,10,8
Vegetables,Chillies,Nutrient Management,TELANGANA,MAHABOOBNAGAR,WANAPARTHY,10,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,10,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,9,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,9,8
Others,Others,Weather,RAJASTHAN,BUNDI,NAINWA,9,8
Others,Others,Weather,RAJASTHAN,BUNDI,NAINWA,9,8
Cereals,Paddy (Dhan),"	Plant Protection	",UTTARAKHAND,NAINITAL,KOTABAG,9,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,VELDANDA,9,8
Oilseeds,Soybean (bhat),"	Plant Protection	",RAJASTHAN,BUNDI,NAINWA,9,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,9,8
Vegetables,Drum Stick,Weather,GUJARAT,Mehsana,KADI,9,8
Oilseeds,Sesame (Gingelly/Til)/Sesamum,Fertilizer Use and Availability,RAJASTHAN,BUNDI,NAINWA,9,8
Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,MAYURESWAR-II,8,8
Cereals,Paddy (Dhan),"	Plant Protection	",CHHATTISGARH,DURG,PATAN,8,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,8,8
Others,Others,"	Field Preparation	",CHHATTISGARH,DURG,DHAMDHA,8,8
Vegetables,Tomato,"	Plant Protection	",CHHATTISGARH,DURG,3640,8,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,8,8
Fodder Crops,rajka bajri.,Cultural Practices,GUJARAT,Mehsana,VISNAGAR,8,8
Fiber Crops,Cotton (Kapas),Nutrient Management,GUJARAT,Mehsana,KHERALU,8,8
Fiber Crops,Cotton (Kapas),Nutrient Management,TELANGANA,MAHABOOBNAGAR,UTKOOR,8,8
Fruits,Fig,"	Plant Protection	",UTTARAKHAND,NAINITAL,BHIMTAL,7,8
Fruits,Sapota,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,6,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,NARVA,6,8
418,10702,1,GUJARAT,Mehsana,KADI,21,8
418,10702,1,GUJARAT,Mehsana,MAHESANA,21,8
Fruits,Pomegranate,Nutrient Management,RAJASTHAN,BUNDI,KESHORAIPATAN,20,8
Others,Others,Weather,CHHATTISGARH,DURG,PATAN,19,8
418,10702,1,CHHATTISGARH,DURG,3636,19,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,19,8
Cereals,Paddy (Dhan),Cultural Practices,UTTARAKHAND,NAINITAL,HALDWANI,19,8
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,MAHABOOBNAGAR,NARVA,18,8
Vegetables,Cauliflower,Weather,GUJARAT,Mehsana,VIJAPUR,18,8
Cereals,Paddy (Dhan),"	Plant Protection	",UTTARAKHAND,NAINITAL,KOTABAG,18,8
Oilseeds,Soybean (bhat),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,18,8
Vegetables,Chillies,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MALDAKAL,18,8
Vegetables,Chillies,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MALDAKAL,18,8
Fiber Crops,Cotton (Kapas),Nutrient Management,TELANGANA,MAHABOOBNAGAR,UTKOOR,18,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,WADDEPALLE,17,8
418,10702,1,GUJARAT,Mehsana,MAHESANA,17,8
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MAHBUBNAGAR,17,8
418,10702,1,GUJARAT,Mehsana,VISNAGAR,17,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,17,8
Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,TELANGANA,MAHABOOBNAGAR,BALMOOR,17,8
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MAHBUBNAGAR,17,8
Others,Others,"	Plant Protection	",CHHATTISGARH,DURG,DURG,17,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NAWABPET,17,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,UTKOOR,17,8
Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,SURI-II,16,8
418,10702,1,GUJARAT,Mehsana,SATLASNA,16,8
Vegetables,Tomato,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,DHARUR,16,8
Millets,Maize (Makka),Cultural Practices,TELANGANA,MAHABOOBNAGAR,AMANGAL,15,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,15,8
Oilseeds,Soybean (bhat),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
Vegetables,Chillies,Cultural Practices,GUJARAT,Mehsana,MAHESANA,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,MALDAKAL,15,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,ATMAKUR,15,8
Cereals,Paddy (Dhan),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,MAYURESWAR-II,14,8
Cereals,Paddy (Dhan),Weather,RAJASTHAN,BUNDI,KESHORAIPATAN,14,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,NAINWA,14,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,NAINWA,14,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-I,14,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-I,14,8
Others,Others,Cultural Practices,GUJARAT,Mehsana,VIJAPUR,14,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,TALAKONDAPALLE,13,8
Others,Others,Credit,GUJARAT,Mehsana,VADNAGAR,13,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,TALAKONDAPALLE,13,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,13,8
Fruits,Citrus,"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,13,8
Others,Others,"	Field Preparation	",GUJARAT,Mehsana,KADI,13,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,13,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,13,8
418,10702,1,CHHATTISGARH,DURG,PATAN,13,8
418,10702,1,CHHATTISGARH,DURG,PATAN,12,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,12,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MAKTHAL,12,8
Fiber Crops,Cotton (Kapas),Fertilizer Use and Availability,TELANGANA,MAHABOOBNAGAR,MAKTHAL,12,8
Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,GUJARAT,Mehsana,KHERALU,12,8
Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,MAYURESWAR-I,12,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-II,12,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MANOPADU,12,8
Cereals,Paddy (Dhan),"	Water Management	",GUJARAT,Mehsana,VIJAPUR,12,8
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,KODANGAL,11,8
418,10702,1,GUJARAT,Mehsana,VISNAGAR,11,8
Others,Others,Weather,RAJASTHAN,BUNDI,KESHORAIPATAN,11,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,11,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,11,8
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Varieties,TELANGANA,MAHABOOBNAGAR,JADCHERLA,11,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,RAJAPUR,11,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,NAINWA,10,8
Vegetables,Brinjal,"	Plant Protection	",CHHATTISGARH,DURG,PATAN,10,8
Vegetables,Bottle Gourd ,"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,10,8
Vegetables,Cauliflower,"	Plant Protection	",UTTARAKHAND,NAINITAL,DHARI,10,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-II,10,8
Cereals,Paddy (Dhan),Weed Management,TELANGANA,MAHABOOBNAGAR,AIZA,10,8
418,10702,1,WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,10,8
Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,GUJARAT,Mehsana,VISNAGAR,9,8
